name,full_address,city,state,postal_code,phone,site,rating,reviews,latitude,longitude,working_hours,place_id,type,subtypes,source_keyword,flag
Pancer's Original Deli,"3856 Bathurst St, North York, ON M3H 3N3",CA,Ontario,M3H 3N3,+1 416-636-1230,http://www.pancersoriginaldeli.com/,4.6,1612,43.7407951,-79.43537839999999,"{'Friday': ['10a.m.-7:20p.m.'], 'Monday': ['10a.m.-7:20p.m.'], 'Saturday': ['10a.m.-7:20p.m.'], 'Sunday': ['10a.m.-7:20p.m.'], 'Thursday': ['10a.m.-7:20p.m.'], 'Tuesday': ['10a.m.-7:20p.m.'], 'Wednesday': ['10a.m.-7:20p.m.']}",ChIJIckrvGcyK4gRJ2lNTEcu0M4,Deli,"Deli, Canadian restaurant, Deli Shop, Family restaurant, Jewish restaurant",kosher platters delivery Toronto,
Romi's,"744 St Clair Ave W, York, ON M6C 1B5",CA,Ontario,M6C 1B5,+1 416-656-1525,http://romisbakery.com/,4.5,826,43.6814077,-79.42790529999999,"{'Friday': ['9a.m.-9:30p.m.'], 'Monday': ['9a.m.-9:30p.m.'], 'Saturday': ['9a.m.-10p.m.'], 'Sunday': ['9a.m.-9:30p.m.'], 'Thursday': ['9a.m.-9:30p.m.'], 'Tuesday': ['9a.m.-9:30p.m.'], 'Wednesday': ['9a.m.-9:30p.m.']}",ChIJnR7PixA1K4gRIXggE8MbVls,Israeli restaurant,Israeli restaurant,kosher platters delivery Toronto,
Protein Chefs - Toronto Healthy Meal Delivery,"123 Edward St suite 200 v2, Toronto, ON M5G 0A8",Toronto,Ontario,M5G 0A8,+1 833-585-1613,https://proteinchefs.com/pages/north-york-healthy-meal-delivery-company/,4.7,119,43.6556211,-79.3867882,"{'Friday': ['9a.m.-5p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['9a.m.-5p.m.'], 'Sunday': ['9a.m.-5p.m.'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJEbBtI8o1K4gRFd1HvStGy1E,Delivery Restaurant,"Delivery Restaurant, Catering food and drink supplier, Caterer, Food manufacturer, Food producer, Takeout Restaurant",kosher meal delivery same day Toronto,
Richmond Kosher Bakery,"4119 Bathurst St Unit 1, North York, ON M3H 3P4",North York,Ontario,M3H 3P4,+1 647-776-5995,http://richmondkosherbakery.com/,4.4,201,43.747001999999995,-79.4360397,"{'Friday': ['6a.m.-4p.m.'], 'Monday': ['6a.m.-7p.m.'], 'Saturday': ['Closed'], 'Sunday': ['7a.m.-6p.m.'], 'Thursday': ['6a.m.-7p.m.'], 'Tuesday': ['6a.m.-7p.m.'], 'Wednesday': ['6a.m.-7p.m.']}",ChIJY-3_gWUyK4gRo3mGdlc0tRI,Bakery,"Bakery, Kosher grocery store",kosher meal delivery same day Toronto,
Gatsby,"18 St Thomas St, Toronto, ON M5S 3E7",Toronto,Ontario,M5S 3E7,+1 416-971-9666,http://www.windsorarmshotel.com/dining/livingroom/,3.3,76,43.6687989,-79.39134609999999,"{'Friday': ['11a.m.-11p.m.'], 'Monday': ['11a.m.-11p.m.'], 'Saturday': ['11a.m.-11p.m.'], 'Sunday': ['11a.m.-11p.m.'], 'Thursday': ['11a.m.-11p.m.'], 'Tuesday': ['11a.m.-11p.m.'], 'Wednesday': ['11a.m.-11p.m.']}",ChIJjz8TAbA0K4gRiogJUu9i5-k,Kosher restaurant,"Kosher restaurant, Restaurant, Modern British restaurant",kosher meal delivery same day Toronto,low_rating
Zelden's Deli and Desserts,"1446 Yonge St, Toronto, ON M4T 1Y5",Toronto,Ontario,M4T 1Y5,+1 647-347-3474,http://www.zeldensdelianddesserts.com/,4.5,443,43.6874617,-79.3939774,"{'Friday': ['8a.m.-9p.m.'], 'Monday': ['8a.m.-9p.m.'], 'Saturday': ['9a.m.-9p.m.'], 'Sunday': ['9a.m.-9p.m.'], 'Thursday': ['8a.m.-9p.m.'], 'Tuesday': ['8a.m.-9p.m.'], 'Wednesday': ['8a.m.-9p.m.']}",ChIJlUsD3FozK4gR-leQdjky9Cc,Restaurant,Restaurant,kosher meal delivery same day Toronto,
Fat Pasha,"414 Dupont St, Toronto, ON M5R 1V9",Toronto,Ontario,M5R 1V9,+1 647-646-1698,http://www.fatpasha.com/,4.3,1566,43.6738449,-79.4117562,"{'Friday': ['5-11p.m.'], 'Monday': ['5-10p.m.'], 'Saturday': ['11a.m.-2:45p.m.', '5-10p.m.'], 'Sunday': ['11a.m.-2:45p.m.', '5-10p.m.'], 'Thursday': ['5-10p.m.'], 'Tuesday': ['5-10p.m.'], 'Wednesday': ['5-10p.m.']}",ChIJRzxXBJs0K4gRGlDJ5_mt5NA,Middle Eastern restaurant,"Middle Eastern restaurant, Bar, Israeli restaurant, Jewish restaurant",kosher comfort food delivery Toronto,
A Yiddishe Mame,"1416 Centre St, Thornhill, ON L4J 8A1",Thornhill,Ontario,L4J 8A1,+1 905-597-7709,https://ayiddishemame.ca/,4.6,264,43.807188,-79.4719901,"{'Friday': ['12-8p.m.'], 'Monday': ['12-8p.m.'], 'Saturday': ['12-8p.m.'], 'Sunday': ['12-8p.m.'], 'Thursday': ['12-8p.m.'], 'Tuesday': ['12-8p.m.'], 'Wednesday': ['12-8p.m.']}",ChIJYR3HYYIuK4gRBngsxKC_AiQ,Jewish restaurant,Jewish restaurant,kosher comfort food delivery Toronto,
Electric Love Bakeshop,"900 Wilson Ave, North York, ON M3K 1E7",CA,Ontario,M3K 1E7,+1 647-989-5274,http://www.electriclovebakeshop.com/,4.9,108,43.7304124,-79.469171,"{'Friday': ['8:30a.m.-2:30p.m.'], 'Monday': ['9a.m.-3p.m.'], 'Saturday': ['Closed'], 'Sunday': ['9a.m.-3p.m.'], 'Thursday': ['9a.m.-3p.m.'], 'Tuesday': ['9a.m.-3p.m.'], 'Wednesday': ['9a.m.-3p.m.']}",ChIJRT-T_a0zK4gRoaWIDTi522w,Bakery,Bakery,kosher caterer North York,
Goldie's - Restaurant & Caterer - An Eisenbergs Company,"4580 Dufferin St, North York, ON M3H 5Y2",North York,Ontario,M3H 5Y2,+1 416-514-1019,https://goldiesandwiches.com/,4.8,231,43.7696404,-79.4676451,"{'Friday': ['8a.m.-4p.m.'], 'Monday': ['8a.m.-4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['8a.m.-4p.m.'], 'Tuesday': ['8a.m.-4p.m.'], 'Wednesday': ['8a.m.-4p.m.']}",ChIJXX3VIjgtK4gR6_5I-h8_Pv4,Caterer,"Caterer, Bagel shop, Breakfast restaurant, Brunch restaurant, Restaurant, Event venue, Health food restaurant, Lunch restaurant, Sandwich shop, Toast restaurant",kosher caterer North York,
KACE Catering,"1230 Sheppard Ave W Unit 12, North York, ON M3K 1Z9",North York,Ontario,M3K 1Z9,+1 647-995-5414,https://www.kacecatering.com/,4.8,17,43.754767699999995,-79.4797932,"{'Friday': ['11a.m.-4p.m.'], 'Monday': ['11a.m.-4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['11a.m.-4p.m.'], 'Tuesday': ['11a.m.-4p.m.'], 'Wednesday': ['11a.m.-4p.m.']}",ChIJR5qpCdoxK4gRW3XUSxQSg8M,Caterer,Caterer,kosher caterer North York,
LeChaim Catering,"868 Magnetic Dr, North York, ON M3J 3M8",North York,Ontario,M3J 3M8,+1 416-650-5440,http://www.lechaimcatering.com/,3.5,11,43.7834928,-79.47837,"{'Friday': ['7a.m.-12p.m.'], 'Monday': ['7a.m.-7p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['7a.m.-7p.m.'], 'Tuesday': ['7a.m.-7p.m.'], 'Wednesday': ['7a.m.-7p.m.']}",ChIJFR8ReHQuK4gRo7USFva0S_0,Caterer,"Caterer, Food manufacturer, Mobile caterer",kosher caterer North York,
Eisenbergs Restaurant & Caterer @ The SRC Centre,"9600 Bathurst Street, Maple, ON Maple, ON L6A 3Z8",Vaughan,ON,L6A 3Z8,+1 416-473-4689,https://www.eisenbergsandwiches.com/,4.6,40,43.8533818,-79.46222929999999,"{'Friday': ['8:30a.m.-2:30p.m.'], 'Monday': ['9a.m.-7:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['10a.m.-5p.m.'], 'Thursday': ['9a.m.-7:30p.m.'], 'Tuesday': ['9a.m.-7:30p.m.'], 'Wednesday': ['9a.m.-7:30p.m.']}",ChIJ_3ZJ5BYrK4gRVprytiv2LtY,Kosher restaurant,"Kosher restaurant, Cafe, Catering food and drink supplier, Caterer, Coffee shop, Event venue, Family restaurant, Food producer",kosher caterer Thornhill,
Elite Salads International,"77 Doncaster Ave, Thornhill, ON L3T 1L6",Thornhill,Ontario,L3T 1L6,+1 905-771-9356,http://www.elitesalads.com/,4.6,19,43.803923,-79.4152422,"{'Friday': ['7a.m.-3:30p.m.'], 'Monday': ['8:30a.m.-4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['8a.m.-4p.m.'], 'Tuesday': ['8a.m.-4p.m.'], 'Wednesday': ['8a.m.-4p.m.']}",ChIJCYsPDPAsK4gRIXBS01biF2E,Caterer,"Caterer, Food producer, Kosher grocery store, Manufacturer",kosher caterer Thornhill,
Kapara,"7700 Bathurst St Unit 12, Thornhill, ON L4J 0A7",Thornhill,Ontario,L4J 0A7,+1 905-886-7444,https://kapara.ca/,4.8,207,43.8100041,-79.452213,"{'Friday': ['10a.m.-3p.m.'], 'Monday': ['12-10p.m.'], 'Saturday': ['7p.m.-12a.m.'], 'Sunday': ['12-10p.m.'], 'Thursday': ['12-10p.m.'], 'Tuesday': ['12-10p.m.'], 'Wednesday': ['12-10p.m.']}",ChIJ28xremEtK4gR1PnhMfPtXgY,Restaurant,Restaurant,kosher caterer Thornhill,
Top Slice,"7241 Bathurst St, Thornhill, ON L4J 3W1",Thornhill,Ontario,L4J 3W1,+1 905-889-1400,http://www.topslice.ca/,4.5,228,43.7987952,-79.44642619999999,"{'Friday': ['11a.m.-2:30p.m.'], 'Monday': ['11a.m.-8p.m.'], 'Saturday': ['9p.m.-12a.m.'], 'Sunday': ['11a.m.-8:30p.m.'], 'Thursday': ['11a.m.-8:30p.m.'], 'Tuesday': ['11a.m.-8p.m.'], 'Wednesday': ['11a.m.-8p.m.']}",ChIJn3zfs0osK4gRA_ceDepuZ0s,Kosher restaurant,"Kosher restaurant, Pizza restaurant",kosher caterer Thornhill,
Greg's Delights,"55 Glen Cameron Rd Unit 5, Thornhill, ON L3T 1P7",Thornhill,Ontario,L3T 1P7,+1 905-597-7734,https://gregsdelights.ca/,4.3,11,43.8059128,-79.4172141,"{'Friday': ['Closed'], 'Monday': ['7a.m.-2p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['7a.m.-2p.m.'], 'Tuesday': ['7a.m.-2p.m.'], 'Wednesday': ['7a.m.-2p.m.']}",ChIJXwgC5kotK4gRTqEYdZOF54E,Caterer,Caterer,kosher caterer Thornhill,
Chic Pick Restaurant and Catering,"160 Cidermill Ave, Vaughan, ON L4K 4K5",Vaughan,Ontario,L4K 4K5,+1 416-897-8431,http://www.chicpickcatering.com/,4.8,331,43.8062271,-79.5337371,"{'Friday': ['11:30a.m.-9p.m.'], 'Monday': ['11:30a.m.-9p.m.'], 'Saturday': ['11:30a.m.-9p.m.'], 'Sunday': ['Closed'], 'Thursday': ['11:30a.m.-9p.m.'], 'Tuesday': ['11:30a.m.-9p.m.'], 'Wednesday': ['11:30a.m.-9p.m.']}",ChIJe6cMD5srK4gRoAN4IfFbFnA,Catering food and drink supplier,"Catering food and drink supplier, Restaurant",kosher caterer Vaughan,
Arzo Catering - Hamida,"167 Applewood Crescent #3, Vaughan, ON L4K 4K7",Vaughan,Ontario,L4K 4K7,+1 647-525-9277,http://www.arzocatering.com/,4.9,238,43.8079673,-79.5341753,None,ChIJfVVksgsvK4gRNvEawmrvvCg,Caterer,Caterer,kosher caterer Vaughan,
Kosher Country Style,"72 Winters Rd, North York, ON M3J 2N9",CA,Ontario,M3J 2N9,+1 416-650-8260,,4.5,24,43.776261299999994,-79.5023994,"{'Friday': ['7a.m.-3p.m.'], 'Monday': ['7a.m.-7p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['7a.m.-7p.m.'], 'Tuesday': ['7a.m.-7p.m.'], 'Wednesday': ['7a.m.-7p.m.']}",ChIJf_43qDwuK4gRtzftuOBdfGU,Restaurant,Restaurant,kosher caterer Vaughan,no_website
Tov-Li,"5982 Bathurst St, North York, ON M2R 1Z1",North York,Ontario,M2R 1Z1,+1 416-650-9800,http://www.tovlipizza.com/,4.3,714,43.7842631,-79.4466951,"{'Friday': ['10a.m.-2p.m.'], 'Monday': ['10a.m.-8p.m.'], 'Saturday': ['Closed'], 'Sunday': ['10a.m.-8p.m.'], 'Thursday': ['10a.m.-8p.m.'], 'Tuesday': ['10a.m.-8p.m.'], 'Wednesday': ['10a.m.-8p.m.']}",ChIJxyCQ77gtK4gRe78r3ExqOsw,Caterer,"Caterer, Kosher restaurant, Falafel restaurant, Fast food restaurant, Pizza restaurant, Vegetarian restaurant",kosher caterer Bathurst Manor,
Yoona's Kitchen *Keto & Sugar Free & Gluten Free & Diabetic Friendly & Grain Free* Dairy Free & Vegan Option,"3895 Bathurst St, Toronto, ON M3H 5V1",Toronto,Ontario,M3H 5V1,+1 647-343-8200,http://www.yoona.ca/,4.9,178.0,43.7425011,-79.4348517,"{'Friday': ['11a.m.-6p.m.'], 'Monday': ['Closed'], 'Saturday': ['11a.m.-6p.m.'], 'Sunday': ['Closed'], 'Thursday': ['11a.m.-6p.m.'], 'Tuesday': ['11a.m.-6p.m.'], 'Wednesday': ['11a.m.-6p.m.']}",ChIJJdu63PwzK4gRss1EF-3zo1g,Bakery,"Bakery, Diabetes center, Gluten-free restaurant, Weight loss service",kosher catering Forest Hill,
Summerhill Market - Forest Hill,"484 Eglinton Ave W, Toronto, ON M5N 1A5",Toronto,Ontario,M5N 1A5,+1 416-941-2574,http://www.summerhillmarket.com/,4.3,215.0,43.7038407,-79.4128175,"{'Friday': ['8a.m.-8p.m.'], 'Monday': ['8a.m.-8p.m.'], 'Saturday': ['8a.m.-8p.m.'], 'Sunday': ['8a.m.-8p.m.'], 'Thursday': ['8a.m.-8p.m.'], 'Tuesday': ['8a.m.-8p.m.'], 'Wednesday': ['8a.m.-8p.m.']}",ChIJWRnpGBIzK4gR2Z0YwE6mWio,Grocery store,Grocery store,kosher catering Forest Hill,
Jerusalem Restaurant,"955 Eglinton Ave W, York, ON M6C 2C4",York,Ontario,M6C 2C4,+1 416-783-6494,http://www.jerusalemrestaurant.ca/,4.3,1159.0,43.7000323,-79.4290223,"{'Friday': ['11:30a.m.-8p.m.'], 'Monday': ['11:30a.m.-8p.m.'], 'Saturday': ['11:30a.m.-8p.m.'], 'Sunday': ['11:30a.m.-7:30p.m.'], 'Thursday': ['11:30a.m.-8p.m.'], 'Tuesday': ['11:30a.m.-8p.m.'], 'Wednesday': ['11:30a.m.-8p.m.']}",ChIJjRtsbp8zK4gR7Kspt4XygD4,Middle Eastern restaurant,"Middle Eastern restaurant, Mediterranean restaurant, Restaurant",kosher catering Forest Hill,
Aba's Bagel Company,"884a Eglinton Ave W, Toronto, ON M6C 2B6",Toronto,Ontario,M6C 2B6,+1 416-780-2020,https://abasbagel.com/,4.3,159.0,43.7009263,-79.42702039999999,"{'Friday': ['7a.m.-5p.m.'], 'Monday': ['7a.m.-4p.m.'], 'Saturday': ['7a.m.-3p.m.'], 'Sunday': ['7a.m.-3p.m.'], 'Thursday': ['7a.m.-4p.m.'], 'Tuesday': ['7a.m.-4p.m.'], 'Wednesday': ['7a.m.-4p.m.']}",ChIJVZ_j1D4zK4gRkYZw0B6_QrA,Bagel shop,Bagel shop,kosher catering Forest Hill,
What A Bagel Spadina Road,"421 Spadina Rd, Toronto, ON M5P 2W3",Toronto,Ontario,M5P 2W3,+1 416-480-9358,http://www.whatabagel.com/,4.1,432.0,43.6888942,-79.4126065,"{'Friday': ['6a.m.-6p.m.'], 'Monday': ['6a.m.-6p.m.'], 'Saturday': ['6a.m.-6p.m.'], 'Sunday': ['6a.m.-6p.m.'], 'Thursday': ['6a.m.-6p.m.'], 'Tuesday': ['6a.m.-6p.m.'], 'Wednesday': ['6a.m.-6p.m.']}",ChIJl1JgamUzK4gR982r3JJbHjo,Restaurant,"Restaurant, Bagel shop, Bakery",kosher catering Forest Hill,
Crema Cafe,"3032 Bathurst St, Toronto, ON M6B 3B6",Toronto,Ontario,M6B 3B6,+1 416-780-1110,https://cremacafeto.com/,4.5,95,43.718258899999995,-79.42974099999999,"{'Friday': ['8a.m.-3p.m.'], 'Monday': ['8a.m.-5p.m.'], 'Saturday': ['7p.m.-12a.m.'], 'Sunday': ['9a.m.-4p.m.'], 'Thursday': ['8a.m.-5p.m.'], 'Tuesday': ['8a.m.-5p.m.'], 'Wednesday': ['8a.m.-5p.m.']}",ChIJ4zRMAfAzK4gR92-U_hIgXA0,Cafe,Cafe,kosher catering Lawrence Park,
David Mintz Catering,"28 Vansco Rd, Etobicoke, ON M8Z 5J4",Etobicoke,Ontario,M8Z 5J4,+1 647-837-3348,https://dmcatering.ca/,4.5,80,43.622225,-79.5357136,"{'Friday': ['7a.m.-6p.m.'], 'Monday': ['7a.m.-6p.m.'], 'Saturday': ['7a.m.-6p.m.'], 'Sunday': ['7a.m.-6p.m.'], 'Thursday': ['7a.m.-6p.m.'], 'Tuesday': ['7a.m.-6p.m.'], 'Wednesday': ['7a.m.-6p.m.']}",ChIJg9YlmA7L1IkRCbn9G6co4Uw,Caterer,Caterer,best kosher caterer Toronto,
Noah Kosher Sushi,"4119 Bathurst St, North York, ON M3H 3P4",North York,Ontario,M3H 3P4,+1 647-343-4773,http://www.noahkoshersushi.ca/,4.7,57,43.747022099999995,-79.4359655,"{'Friday': ['7a.m.-2:30p.m.'], 'Monday': ['9a.m.-7p.m.'], 'Saturday': ['Closed'], 'Sunday': ['9a.m.-6p.m.'], 'Thursday': ['9a.m.-7p.m.'], 'Tuesday': ['9a.m.-7p.m.'], 'Wednesday': ['9a.m.-7p.m.']}",ChIJ-dEQemUyK4gR3OhXhSXpRjI,Takeout Restaurant,"Takeout Restaurant, Japanese restaurant, Sushi restaurant",best kosher restaurant Toronto,
Maven Toronto,"112 Harbord St, Toronto, ON M5S 1G6",Toronto,Ontario,M5S 1G6,+1 647-348-9666,https://www.maventoronto.ca/,4.8,178,43.662852,-79.403746,"{'Friday': ['5-10p.m.'], 'Monday': ['Closed'], 'Saturday': ['5-10p.m.'], 'Sunday': ['5-9p.m.'], 'Thursday': ['5-10p.m.'], 'Tuesday': ['Closed'], 'Wednesday': ['5-10p.m.']}",ChIJPbgOfzU1K4gRVWZKIBQN0Qk,Restaurant,Restaurant,best kosher restaurant Toronto,
Surreal Food Co,"3437 Bathurst St, North York, ON M6A 2C3",North York,Ontario,M6A 2C3,+1 416-705-2075,,4.7,45,43.727774,-79.4315529,"{'Friday': ['Closed'], 'Monday': ['11a.m.-8:30p.m.'], 'Saturday': ['8:30-11:30p.m.'], 'Sunday': ['11a.m.-9p.m.'], 'Thursday': ['11a.m.-8:30p.m.'], 'Tuesday': ['11a.m.-8:30p.m.'], 'Wednesday': ['11a.m.-8:30p.m.']}",ChIJeX50wpQzK4gRSnTU9b8HF1s,Kosher restaurant,"Kosher restaurant, Cafe, Bakery, Pizza restaurant, Sandwich shop",best kosher restaurant Toronto,no_website
Chef Harwash,"707 Dundas St W, Toronto, ON M5T 2W6",Toronto,Ontario,M5T 2W6,+1 647-809-1334,,4.9,875,43.6518217,-79.40452789999999,"{'Friday': ['1p.m.-12a.m.'], 'Monday': ['12-7:30p.m.'], 'Saturday': ['1p.m.-12a.m.'], 'Sunday': ['Closed'], 'Thursday': ['1-11p.m.'], 'Tuesday': ['1-10:30p.m.'], 'Wednesday': ['12-11p.m.']}",ChIJXaYiiA81K4gReGGzk0JuVgQ,Middle Eastern restaurant,Middle Eastern restaurant,best kosher restaurant Toronto,no_website
Chai,"1034 St Clair Ave W, Old Toronto, ON M6E 1A4",CA,Ontario,M6E 1A4,+1 416-652-6000,https://koshchai.com/,4.8,12,43.6791292,-79.43846409999999,"{'Friday': ['7:30a.m.-2:30p.m.'], 'Monday': ['7:30a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['7:30a.m.-5p.m.'], 'Thursday': ['7:30a.m.-5p.m.'], 'Tuesday': ['7:30a.m.-5p.m.'], 'Wednesday': ['7:30a.m.-5p.m.']}",ChIJH-iau3c1K4gRG99WoeHb9hA,Cafe,Cafe,best kosher restaurant Toronto,
Free Times Cafe,"320 College St, Toronto, ON M5T 1S3",Toronto,Ontario,M5T 1S3,+1 416-967-1078,http://www.freetimescafe.com/,4.3,755,43.657678999999995,-79.402487,"{'Friday': ['11:30a.m.-12a.m.'], 'Monday': ['11:30a.m.-9p.m.'], 'Saturday': ['11a.m.-12a.m.'], 'Sunday': ['11a.m.-9p.m.'], 'Thursday': ['11:30a.m.-11p.m.'], 'Tuesday': ['11:30a.m.-11p.m.'], 'Wednesday': ['11:30a.m.-10p.m.']}",ChIJLx7I0ME0K4gRFyQ_WvDd_vw,Jewish restaurant,"Jewish restaurant, Restaurant",best kosher restaurant Toronto,
Surreal Sweets,"3513 Bathurst St, North York, ON M6A 2C5",North York,Ontario,M6A 2C5,+1 416-436-3037,http://surrealsweets.com/,4.7,81,43.7289384,-79.431663,"{'Friday': ['8a.m.-2p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['10a.m.-4p.m.'], 'Thursday': ['9a.m.-7p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJM1zEMHkzK4gRLlsiP5B9YN0,Bakery,"Bakery, Cupcake shop, Kosher grocery store, Party store, Pastry shop, Vegetarian restaurant, Wedding bakery",best kosher restaurant Toronto,
