name,full_address,city,state,postal_code,phone,site,latitude,longitude,rating,reviews,working_hours,place_id,type,subtypes,category,description,source_keyword
Chef Aviv Moshe,"325 Bogert Ave, Toronto, ON M2N 1L8",Toronto,Ontario,M2N 1L8,+1 647-823-5550,https://www.chefavivmoshe.com/,43.756824599999995,-79.4273561,4.9,63,"{'Friday': ['9a.m.-8p.m.'], 'Monday': ['9a.m.-8p.m.'], 'Saturday': ['9a.m.-8:30p.m.'], 'Sunday': ['9a.m.-8p.m.'], 'Thursday': ['9a.m.-8p.m.'], 'Tuesday': ['9a.m.-8p.m.'], 'Wednesday': ['9a.m.-8p.m.']}",ChIJpfpUQc0zK4gRvw5sTvklA7A,Caterer,Caterer,Caterer,,kosher caterer Toronto
BY DAVE,"3600 Bathurst St, North York, ON M6A 2C9",North York,Ontario,M6A 2C9,+1 647-344-3283,http://www.bydave.ca/,43.7310903,-79.4331594,4.8,28,"{'Friday': ['9a.m.-3p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJhSBdCzkzK4gRNd0AoxgkciU,Caterer,"Caterer, Catering food and drink supplier",Caterer,,kosher caterer Toronto
Jacobs Catering,"1 Viewmount Ave, North York, ON M6B 1T2",North York,Ontario,M6B 1T2,+1 905-886-3832,https://www.jacobscatering.ca/,43.7102268,-79.4279928,3.0,3,"{'Friday': ['9a.m.-4p.m.'], 'Monday': ['9a.m.-5:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['12-3p.m.'], 'Thursday': ['9a.m.-5:30p.m.'], 'Tuesday': ['9a.m.-5:30p.m.'], 'Wednesday': ['9a.m.-5:30p.m.']}",ChIJsXHceKgzK4gR2ET9bVD1VSQ,Caterer,Caterer,Caterer,,kosher caterer Toronto
Noushe,"200 Carlton St., Toronto, ON M5A 2L1",Toronto,Ontario,M5A 2L1,+1 416-466-9595,http://noushe.com/,43.663951999999995,-79.3704786,4.9,69,"{'Friday': ['9a.m.-5p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['9a.m.-5p.m.'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJmZqqzsPL1IkR1gMP2Oi2Z3E,Caterer,"Caterer, Event management company, Food producer, Grocery delivery service",Caterer,,kosher caterer Toronto
Mashu Mashu Mediterranean Grill,"387 Spadina Rd, Toronto, ON M5P 2W1",Toronto,Ontario,M5P 2W1,+1 416-840-0848,http://www.mashumashu.ca/,43.6883304,-79.4123591,4.4,577,"{'Friday': ['11:30a.m.-9p.m.'], 'Monday': ['11:30a.m.-9p.m.'], 'Saturday': ['11:30a.m.-9p.m.'], 'Sunday': ['11:30a.m.-9p.m.'], 'Thursday': ['11:30a.m.-9p.m.'], 'Tuesday': ['11:30a.m.-9p.m.'], 'Wednesday': ['11:30a.m.-9p.m.']}",ChIJjdufF2UzK4gRgY-SpZNClao,Caterer,"Caterer, Mediterranean restaurant, Family restaurant, Delivery Restaurant, Takeout Restaurant",restaurants,Bright restaurant known for a menu of creative & traditional Mediterranean & Middle Eastern fare.,kosher caterer Toronto
Bubby's New York Bagels & Soho Sushi,"3035 Bathurst St, North York, ON M6B 3B5",North York,Ontario,M6B 3B5,+1 416-862-2435,http://www.bubbysbagels.com/,43.7183068,-79.4292627,4.5,360,"{'Friday': ['6:30a.m.-4p.m.'], 'Monday': ['6:30a.m.-6:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['7a.m.-4p.m.'], 'Thursday': ['6:30a.m.-6:30p.m.'], 'Tuesday': ['6:30a.m.-6:30p.m.'], 'Wednesday': ['6:30a.m.-6:30p.m.']}",ChIJnw_JEqszK4gRbGhkfWW0J_Q,Bagel shop,Bagel shop,Bagel shop,,kosher caterer Toronto
Royal Dairy Cafe & Catering,"10 Disera Dr Unit 100, Thornhill, ON L4J 0A7",Thornhill,Ontario,L4J 0A7,+1 647-948-7613,https://www.royaldairycafe.com/,43.8106965,-79.4543032,4.9,122,"{'Friday': ['7a.m.-3p.m.'], 'Monday': ['7a.m.-10p.m.'], 'Saturday': ['8-10p.m.'], 'Sunday': ['7a.m.-10p.m.'], 'Thursday': ['7a.m.-10p.m.'], 'Tuesday': ['7a.m.-10p.m.'], 'Wednesday': ['7a.m.-10p.m.']}",ChIJPW16CikqK4gRVE3wpOOZXq0,Caterer,"Caterer, Bakery, Breakfast restaurant, Cake shop, Cafe, Dessert restaurant, Kosher restaurant",cafes,,kosher caterer Toronto
Tov-Li,"3523 Bathurst St, North York, ON M6A 2C7",North York,Ontario,M6A 2C7,+1 416-650-9800,http://www.tovlipizza.com/,43.7294133,-79.4317986,4.2,427,"{'Friday': ['Closed'], 'Monday': ['11a.m.-8p.m.'], 'Saturday': ['Closed'], 'Sunday': ['11a.m.-8p.m.'], 'Thursday': ['11a.m.-8p.m.'], 'Tuesday': ['11a.m.-8p.m.'], 'Wednesday': ['11a.m.-8p.m.']}",ChIJM34CpVAyK4gRZYZOUwd9hzw,Caterer,"Caterer, Pizza restaurant, Falafel restaurant, Kosher restaurant",restaurants,"Low-key kosher restaurant serving falafel, salads, pasta & pizza plus all-day breakfast.",kosher caterer Toronto
Mr. Iceberg Ice Cream Truck Toronto,"837 Roselawn Ave, York, ON M6B 1B5",CA,Ontario,M6B 1B5,+1 416-559-8455,https://icecreamtrucks.ca/,43.7023377,-79.4397576,4.2,140,"{'Friday': ['9a.m.-10p.m.'], 'Monday': ['9a.m.-10p.m.'], 'Saturday': ['9a.m.-10p.m.'], 'Sunday': ['9a.m.-10:30p.m.'], 'Thursday': ['9a.m.-10p.m.'], 'Tuesday': ['9a.m.-10p.m.'], 'Wednesday': ['9a.m.-10p.m.']}",ChIJ4Tf7gr0zK4gRMnhCgTI7t1k,Caterer,"Caterer, Ice cream shop, Dessert shop, Frozen dessert supplier, Mobile caterer, Party equipment rental service, Party planner",Ice cream shop,,kosher caterer Toronto
Kashruth Council of Canada- COR,"215 Ranee Ave, Toronto, ON M6A 0C7",Toronto,Ontario,M6A 0C7,+1 416-635-9550,http://www.cor.ca/,43.7237742,-79.4457814,5.0,15,"{'Friday': ['9a.m.-1p.m.'], 'Monday': ['9a.m.-4:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-4:30p.m.'], 'Tuesday': ['9a.m.-4:30p.m.'], 'Wednesday': ['9a.m.-4:30p.m.']}",ChIJZ4NkMMwzK4gRfRhYIiyk7v4,Religious organization,"Religious organization, Advertising, Food, Food production, Non-profit organization",Religious organization,,kosher caterer Toronto
Koshertrends by Mona Pasternak,"363 Canarctic Dr, North York, ON M3J 2P9",North York,Ontario,M3J 2P9,+1 416-665-6662,http://www.koshertrends.com/,43.775884,-79.4877435,4.5,11,"{'Friday': ['9a.m.-1p.m.'], 'Monday': ['8a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['8a.m.-5p.m.'], 'Tuesday': ['8a.m.-5p.m.'], 'Wednesday': ['8a.m.-5p.m.']}",ChIJh58VuBMuK4gRHE01rSQRe6M,Catering food and drink supplier,Catering food and drink supplier,Catering food and drink supplier,,kosher caterer Toronto
Bistro Grande,"1000 Eglinton Ave W, Toronto, ON M6C 2C5",Toronto,Ontario,M6C 2C5,+1 416-782-3302,https://www.bistrogrande.com/,43.7003554,-79.4296134,4.4,259,"{'Friday': ['Closed'], 'Monday': ['12-9p.m.'], 'Saturday': ['Closed'], 'Sunday': ['12-9p.m.'], 'Thursday': ['12-9p.m.'], 'Tuesday': ['12-9p.m.'], 'Wednesday': ['12-9p.m.']}",ChIJNTT_aZ8zK4gRcanMTxdSdQk,Kosher restaurant,"Kosher restaurant, Israeli restaurant, Restaurant, Mediterranean restaurant",restaurants,"Smart, casual spot for eclectic kosher fare in an elegant cream dining area or on the patio.",kosher catering large groups Toronto
Prime on Avenue,"1960 Avenue Rd, North York, ON M5M 4A4",North York,Ontario,M5M 4A4,+1 647-344-6099,https://www.primeonavenue.com/,43.7343056,-79.4200036,4.5,275,"{'Friday': ['Closed'], 'Monday': ['4-9:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['4-9:30p.m.'], 'Thursday': ['4-9:30p.m.'], 'Tuesday': ['4-9:30p.m.'], 'Wednesday': ['4-9:30p.m.']}",ChIJ68GXB6MzK4gRKdOEx7KWJgg,Kosher restaurant,"Kosher restaurant, Restaurant, Steak house",restaurants,,kosher catering large groups Toronto
Hermes,"2885 Bathurst St, Old Toronto, ON M6B 3A4",Old Toronto,Ontario,M6B 3A4,+1 416-787-1234,http://www.hermesbakery.com/,43.714100699999996,-79.4282309,4.3,134,"{'Friday': ['6a.m.-3p.m.'], 'Monday': ['6a.m.-11p.m.'], 'Saturday': ['Closed'], 'Sunday': ['6a.m.-11p.m.'], 'Thursday': ['6a.m.-11p.m.'], 'Tuesday': ['6a.m.-11p.m.'], 'Wednesday': ['6a.m.-11p.m.']}",ChIJme9WdKkzK4gRD8gYFC-Uk0w,Kosher grocery store,"Kosher grocery store, Bakery, Supermarket, Wedding bakery, Wholesale bakery",Bakery,"Sabbath-observant kosher bakery with housemade treats, breads, cakes & savoury platters.",kosher catering large groups Toronto
Bubby’s New York Diner,"3025 Bathurst St, North York, ON M6B 3B6",North York,Ontario,M6B 3B6,+1 416-862-2435,http://www.bubbysbagels.com/,43.718146399999995,-79.4291566,4.3,115,"{'Friday': ['9:30a.m.-12:30p.m.'], 'Monday': ['11:30a.m.-10p.m.'], 'Saturday': ['Closed'], 'Sunday': ['11:30a.m.-10p.m.'], 'Thursday': ['11:30a.m.-12a.m.'], 'Tuesday': ['11:30a.m.-10p.m.'], 'Wednesday': ['11:30a.m.-10p.m.']}",ChIJmSfUc-AzK4gRJTHzX1jw1NY,Kosher restaurant,"Kosher restaurant, Chicken wings restaurant, Hamburger restaurant, Meat dish restaurant",restaurants,,kosher catering large groups Toronto
Haymishe Bakery,"3031 Bathurst St, Toronto, ON M6B 3B5",Toronto,Ontario,M6B 3B5,+1 416-781-4212,http://haymishebakery.com/,43.718252799999995,-79.42920769999999,4.4,164,"{'Friday': ['6a.m.-2:30p.m.'], 'Monday': ['7a.m.-7p.m.'], 'Saturday': ['6:30-11:30p.m.'], 'Sunday': ['7a.m.-7p.m.'], 'Thursday': ['7a.m.-7p.m.'], 'Tuesday': ['7a.m.-7p.m.'], 'Wednesday': ['7a.m.-7p.m.']}",ChIJY9MnEqszK4gRHbOEjsBFHuo,Kosher restaurant,"Kosher restaurant, Cake shop, Bakery, Pastry shop",Bakery,,kosher catering large groups Toronto
Dave's Genuine Deli,"1763 Avenue Rd, Toronto, ON M5M 3Y8",Toronto,Ontario,M5M 3Y8,+1 416-787-3354,http://www.davesgenuine.ca/,43.7294136,-79.4183121,4.5,369,"{'Friday': ['10a.m.-8p.m.'], 'Monday': ['10a.m.-8p.m.'], 'Saturday': ['10a.m.-8p.m.'], 'Sunday': ['10a.m.-8p.m.'], 'Thursday': ['10a.m.-8p.m.'], 'Tuesday': ['10a.m.-8p.m.'], 'Wednesday': ['10a.m.-8p.m.']}",ChIJO30KurYvK4gRVyRPm5odnlA,Bar,"Bar, Restaurant, Catering food and drink supplier, Deli, Jewish restaurant, Takeout Restaurant",restaurants,,kosher catering large groups Toronto
The Chicken Nest,"3038 Bathurst St, North York, ON M6B 4K1",North York,Ontario,M6B 4K1,+1 416-787-6378,http://thechickennest.ca/,43.7185493,-79.42988009999999,4.4,378,"{'Friday': ['Closed'], 'Monday': ['11:30a.m.-10:45p.m.'], 'Saturday': ['Closed'], 'Sunday': ['1-10:45p.m.'], 'Thursday': ['11:30a.m.-10:45p.m.'], 'Tuesday': ['11:30a.m.-10:45p.m.'], 'Wednesday': ['11:30a.m.-10:45p.m.']}",ChIJFeeEa6szK4gROM20N9_47zs,Kosher restaurant,"Kosher restaurant, Chicken restaurant, Hamburger restaurant, Sandwich shop, Steak house",restaurants,"Casual, no-frills provider of kosher poultry & rib dishes, plus light American fare like salads.",kosher platters delivery Toronto
Bay St Deli Kosher,"40 Bay St., Toronto, ON M5J 2X8",Toronto,Ontario,M5J 2X8,,,43.6437007,-79.3784421,4.3,10,None,ChIJ20v2wFLL1IkRl3TybI1tHxA,Kosher restaurant,Kosher restaurant,restaurants,,kosher platters delivery Toronto
Dr. Laffa Restaurant,"3027 Bathurst St, North York, ON M6B 3B5",North York,Ontario,M6B 3B5,+1 647-352-9000,http://drlaffa.com/,43.729291499999995,-79.4318231,3.9,927,"{'Friday': ['11a.m.-2p.m.'], 'Monday': ['11a.m.-9p.m.'], 'Saturday': ['Closed'], 'Sunday': ['11a.m.-9p.m.'], 'Thursday': ['11a.m.-9p.m.'], 'Tuesday': ['11a.m.-9p.m.'], 'Wednesday': ['11a.m.-9p.m.']}",ChIJIbVz-XQuK4gRdgGCva8ZrH8,Kosher restaurant,"Kosher restaurant, Middle Eastern restaurant, Mediterranean restaurant",restaurants,"Unassuming kosher counter-serve spot serving falafel, shawarma & other Middle Eastern favourites.",kosher platters delivery Toronto
Yours Truly Meat Co.,"3500 Bathurst St, North York, ON M6A 2C6",CA,Ontario,M6A 2C6,+1 416-663-7779,http://yourstrulymeat.com/,43.7290023,-79.43243799999999,4.9,16,"{'Friday': ['7a.m.-2p.m.'], 'Monday': ['8a.m.-7p.m.'], 'Saturday': ['Closed'], 'Sunday': ['9a.m.-6p.m.'], 'Thursday': ['8a.m.-8p.m.'], 'Tuesday': ['8a.m.-7p.m.'], 'Wednesday': ['8a.m.-7p.m.']}",ChIJRQHELl0zK4gRS3ZB6clqgkI,Meat processor,"Meat processor, Butcher shop, Deli Shop, Food producer",Meat processor,,kosher platters delivery Toronto
Pancer's Original Deli,"3856 Bathurst St, North York, ON M3H 3N3",CA,Ontario,M3H 3N3,+1 416-636-1230,http://www.pancersoriginaldeli.com/,43.7407951,-79.43537839999999,4.6,1612,"{'Friday': ['10a.m.-7:20p.m.'], 'Monday': ['10a.m.-7:20p.m.'], 'Saturday': ['10a.m.-7:20p.m.'], 'Sunday': ['10a.m.-7:20p.m.'], 'Thursday': ['10a.m.-7:20p.m.'], 'Tuesday': ['10a.m.-7:20p.m.'], 'Wednesday': ['10a.m.-7:20p.m.']}",ChIJIckrvGcyK4gRJ2lNTEcu0M4,Deli,"Deli, Canadian restaurant, Deli Shop, Family restaurant, Jewish restaurant",Deli,"Long-running, bare-bones spot known for its pastrami sandwiches & Jewish deli staples.",kosher platters delivery Toronto
Romi's,"744 St Clair Ave W, York, ON M6C 1B5",CA,Ontario,M6C 1B5,+1 416-656-1525,http://romisbakery.com/,43.6814077,-79.42790529999999,4.5,826,"{'Friday': ['9a.m.-9:30p.m.'], 'Monday': ['9a.m.-9:30p.m.'], 'Saturday': ['9a.m.-10p.m.'], 'Sunday': ['9a.m.-9:30p.m.'], 'Thursday': ['9a.m.-9:30p.m.'], 'Tuesday': ['9a.m.-9:30p.m.'], 'Wednesday': ['9a.m.-9:30p.m.']}",ChIJnR7PixA1K4gRIXggE8MbVls,Israeli restaurant,Israeli restaurant,restaurants,,kosher platters delivery Toronto
Protein Chefs - Toronto Healthy Meal Delivery,"123 Edward St suite 200 v2, Toronto, ON M5G 0A8",Toronto,Ontario,M5G 0A8,+1 833-585-1613,https://proteinchefs.com/pages/north-york-healthy-meal-delivery-company/,43.6556211,-79.3867882,4.7,119,"{'Friday': ['9a.m.-5p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['9a.m.-5p.m.'], 'Sunday': ['9a.m.-5p.m.'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJEbBtI8o1K4gRFd1HvStGy1E,Delivery Restaurant,"Delivery Restaurant, Catering food and drink supplier, Caterer, Food manufacturer, Food producer, Takeout Restaurant",Meal delivery,,kosher meal delivery same day Toronto
Slice N Bites,"3020 Bathurst St, North York, ON M6B 3B6",North York,Ontario,M6B 3B6,+1 416-781-1326,http://www.slicenbites.com/,43.7179387,-79.42972999999999,4.5,453,"{'Friday': ['10:30a.m.-2:30p.m.'], 'Monday': ['10:30a.m.-6:30p.m.'], 'Saturday': ['6:30p.m.-12a.m.'], 'Sunday': ['10:30a.m.-7:30p.m.'], 'Thursday': ['10:30a.m.-7:30p.m.'], 'Tuesday': ['10:30a.m.-6:30p.m.'], 'Wednesday': ['10:30a.m.-6:30p.m.']}",ChIJo59ac6szK4gRK3B50LwisUA,Pizza restaurant,"Pizza restaurant, Falafel restaurant, Kosher restaurant, Pizza delivery, Sandwich shop, Soup restaurant, Sushi restaurant",restaurants,Kosher fare ranging from sushi rolls to pizza offered in a down-to-earth setting.,kosher meal delivery same day Toronto
Pizza Cafe,"3774 Bathurst St, North York, ON M3H 3M6",North York,Ontario,M3H 3M6,+1 416-633-5678,http://www.pizzacafe.ca/,43.737949799999996,-79.43467609999999,4.5,341,"{'Friday': ['10a.m.-6:30p.m.'], 'Monday': ['10a.m.-9p.m.'], 'Saturday': ['6:30p.m.-12a.m.'], 'Sunday': ['10a.m.-9p.m.'], 'Thursday': ['10a.m.-9p.m.'], 'Tuesday': ['10a.m.-9p.m.'], 'Wednesday': ['10a.m.-9p.m.']}",ChIJX0v_C10yK4gRXspoAXxW5Us,Kosher restaurant,"Kosher restaurant, Pizza restaurant",restaurants,"Offering kosher food, this strip-mall pizzeria dishes out traditional pies, sandwiches & pasta.",kosher meal delivery same day Toronto
Cut The Prep Meal Prep,"5 Mariner Terrace Suite 2911, Toronto, ON M5V 3V6",Toronto,Ontario,M5V 3V6,+1 437-990-1779,,43.6397355,-79.3904175,5.0,6,"{'Friday': ['Open 24 hours'], 'Monday': ['Open 24 hours'], 'Saturday': ['Open 24 hours'], 'Sunday': ['Open 24 hours'], 'Thursday': ['Open 24 hours'], 'Tuesday': ['Open 24 hours'], 'Wednesday': ['Open 24 hours']}",ChIJ7TjIMYbL1IkRIWyguxmgFv8,Catering food and drink supplier,"Catering food and drink supplier, Food producer, Consultant",Food producer,,kosher meal delivery same day Toronto
Richmond Kosher Bakery,"4119 Bathurst St Unit 1, North York, ON M3H 3P4",North York,Ontario,M3H 3P4,+1 647-776-5995,http://richmondkosherbakery.com/,43.747001999999995,-79.4360397,4.4,201,"{'Friday': ['6a.m.-4p.m.'], 'Monday': ['6a.m.-7p.m.'], 'Saturday': ['Closed'], 'Sunday': ['7a.m.-6p.m.'], 'Thursday': ['6a.m.-7p.m.'], 'Tuesday': ['6a.m.-7p.m.'], 'Wednesday': ['6a.m.-7p.m.']}",ChIJY-3_gWUyK4gRo3mGdlc0tRI,Bakery,"Bakery, Kosher grocery store",Bakery,,kosher meal delivery same day Toronto
Gatsby,"18 St Thomas St, Toronto, ON M5S 3E7",Toronto,Ontario,M5S 3E7,+1 416-971-9666,http://www.windsorarmshotel.com/dining/livingroom/,43.6687989,-79.39134609999999,3.3,76,"{'Friday': ['11a.m.-11p.m.'], 'Monday': ['11a.m.-11p.m.'], 'Saturday': ['11a.m.-11p.m.'], 'Sunday': ['11a.m.-11p.m.'], 'Thursday': ['11a.m.-11p.m.'], 'Tuesday': ['11a.m.-11p.m.'], 'Wednesday': ['11a.m.-11p.m.']}",ChIJjz8TAbA0K4gRiogJUu9i5-k,Kosher restaurant,"Kosher restaurant, Restaurant, Modern British restaurant",restaurants,"Cozy, chic locale at the Windsor Arms hotel offering upscale Canadian fare & 60 local craft drafts.",kosher meal delivery same day Toronto
Zelden's Deli and Desserts,"1446 Yonge St, Toronto, ON M4T 1Y5",Toronto,Ontario,M4T 1Y5,+1 647-347-3474,http://www.zeldensdelianddesserts.com/,43.6874617,-79.3939774,4.5,443,"{'Friday': ['8a.m.-9p.m.'], 'Monday': ['8a.m.-9p.m.'], 'Saturday': ['9a.m.-9p.m.'], 'Sunday': ['9a.m.-9p.m.'], 'Thursday': ['8a.m.-9p.m.'], 'Tuesday': ['8a.m.-9p.m.'], 'Wednesday': ['8a.m.-9p.m.']}",ChIJlUsD3FozK4gR-leQdjky9Cc,Restaurant,Restaurant,restaurants,,kosher meal delivery same day Toronto
Essen on Bathurst,"3023 Bathurst St, North York, ON M6B 3B5",North York,Ontario,M6B 3B5,+1 416-256-7377,https://www.essenonbathurst.ca/,43.718101399999995,-79.4292076,4.6,9,"{'Friday': ['9a.m.-2p.m.'], 'Monday': ['11:30a.m.-9p.m.'], 'Saturday': ['Closed'], 'Sunday': ['11:30a.m.-9p.m.'], 'Thursday': ['11:30a.m.-12a.m.'], 'Tuesday': ['11:30a.m.-9p.m.'], 'Wednesday': ['11:30a.m.-9p.m.']}",ChIJ35NuWbIzK4gRGXezOB2y4WQ,Takeout Restaurant,Takeout Restaurant,restaurants,,kosher comfort food delivery Toronto
Fat Pasha,"414 Dupont St, Toronto, ON M5R 1V9",Toronto,Ontario,M5R 1V9,+1 647-646-1698,http://www.fatpasha.com/,43.6738449,-79.4117562,4.3,1566,"{'Friday': ['5-11p.m.'], 'Monday': ['5-10p.m.'], 'Saturday': ['11a.m.-2:45p.m.', '5-10p.m.'], 'Sunday': ['11a.m.-2:45p.m.', '5-10p.m.'], 'Thursday': ['5-10p.m.'], 'Tuesday': ['5-10p.m.'], 'Wednesday': ['5-10p.m.']}",ChIJRzxXBJs0K4gRGlDJ5_mt5NA,Middle Eastern restaurant,"Middle Eastern restaurant, Bar, Israeli restaurant, Jewish restaurant",restaurants,Funky eatery with country-chic decor serving Middle Eastern & European Jewish dishes.,kosher comfort food delivery Toronto
A Yiddishe Mame,"1416 Centre St, Thornhill, ON L4J 8A1",Thornhill,Ontario,L4J 8A1,+1 905-597-7709,https://ayiddishemame.ca/,43.807188,-79.4719901,4.6,264,"{'Friday': ['12-8p.m.'], 'Monday': ['12-8p.m.'], 'Saturday': ['12-8p.m.'], 'Sunday': ['12-8p.m.'], 'Thursday': ['12-8p.m.'], 'Tuesday': ['12-8p.m.'], 'Wednesday': ['12-8p.m.']}",ChIJYR3HYYIuK4gRBngsxKC_AiQ,Jewish restaurant,Jewish restaurant,restaurants,,kosher comfort food delivery Toronto
Electric Love Bakeshop,"900 Wilson Ave, North York, ON M3K 1E7",CA,Ontario,M3K 1E7,+1 647-989-5274,http://www.electriclovebakeshop.com/,43.7304124,-79.469171,4.9,108,"{'Friday': ['8:30a.m.-2:30p.m.'], 'Monday': ['9a.m.-3p.m.'], 'Saturday': ['Closed'], 'Sunday': ['9a.m.-3p.m.'], 'Thursday': ['9a.m.-3p.m.'], 'Tuesday': ['9a.m.-3p.m.'], 'Wednesday': ['9a.m.-3p.m.']}",ChIJRT-T_a0zK4gRoaWIDTi522w,Bakery,Bakery,Bakery,,kosher caterer North York
Goldie's - Restaurant & Caterer - An Eisenbergs Company,"4580 Dufferin St, North York, ON M3H 5Y2",North York,Ontario,M3H 5Y2,+1 416-514-1019,https://goldiesandwiches.com/,43.7696404,-79.4676451,4.8,231,"{'Friday': ['8a.m.-4p.m.'], 'Monday': ['8a.m.-4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['8a.m.-4p.m.'], 'Tuesday': ['8a.m.-4p.m.'], 'Wednesday': ['8a.m.-4p.m.']}",ChIJXX3VIjgtK4gR6_5I-h8_Pv4,Caterer,"Caterer, Bagel shop, Breakfast restaurant, Brunch restaurant, Restaurant, Event venue, Health food restaurant, Lunch restaurant, Sandwich shop, Toast restaurant",restaurants,,kosher caterer North York
KACE Catering,"1230 Sheppard Ave W Unit 12, North York, ON M3K 1Z9",North York,Ontario,M3K 1Z9,+1 647-995-5414,https://www.kacecatering.com/,43.754767699999995,-79.4797932,4.8,17,"{'Friday': ['11a.m.-4p.m.'], 'Monday': ['11a.m.-4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['11a.m.-4p.m.'], 'Tuesday': ['11a.m.-4p.m.'], 'Wednesday': ['11a.m.-4p.m.']}",ChIJR5qpCdoxK4gRW3XUSxQSg8M,Caterer,Caterer,Caterer,,kosher caterer North York
LeChaim Catering,"868 Magnetic Dr, North York, ON M3J 3M8",North York,Ontario,M3J 3M8,+1 416-650-5440,http://www.lechaimcatering.com/,43.7834928,-79.47837,3.5,11,"{'Friday': ['7a.m.-12p.m.'], 'Monday': ['7a.m.-7p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['7a.m.-7p.m.'], 'Tuesday': ['7a.m.-7p.m.'], 'Wednesday': ['7a.m.-7p.m.']}",ChIJFR8ReHQuK4gRo7USFva0S_0,Caterer,"Caterer, Food manufacturer, Mobile caterer",Caterer,,kosher caterer North York
Eisenbergs Restaurant & Caterer @ The SRC Centre,"9600 Bathurst Street, Maple, ON Maple, ON L6A 3Z8",Vaughan,ON,L6A 3Z8,+1 416-473-4689,https://www.eisenbergsandwiches.com/,43.8533818,-79.46222929999999,4.6,40,"{'Friday': ['8:30a.m.-2:30p.m.'], 'Monday': ['9a.m.-7:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['10a.m.-5p.m.'], 'Thursday': ['9a.m.-7:30p.m.'], 'Tuesday': ['9a.m.-7:30p.m.'], 'Wednesday': ['9a.m.-7:30p.m.']}",ChIJ_3ZJ5BYrK4gRVprytiv2LtY,Kosher restaurant,"Kosher restaurant, Cafe, Catering food and drink supplier, Caterer, Coffee shop, Event venue, Family restaurant, Food producer",restaurants,,kosher caterer Thornhill
Cafe Sheli,"7700 Bathurst St, Thornhill, ON L4J 0A7",Thornhill,Ontario,L4J 0A7,+1 905-762-0640,https://cafesheli.com/,43.8100849,-79.4521298,4.0,365,"{'Friday': ['Closed'], 'Monday': ['9a.m.-7:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['9:30a.m.-7:30p.m.'], 'Thursday': ['9a.m.-7:30p.m.'], 'Tuesday': ['9a.m.-7:30p.m.'], 'Wednesday': ['9a.m.-7:30p.m.']}",ChIJ78RKCjksK4gRuGE__kWjzFs,Kosher restaurant,"Kosher restaurant, Breakfast restaurant, Coffee store, Restaurant, Vegetarian restaurant",restaurants,"Spacious kosher eatery with outdoor seating serving breakfast & baked goods, plus lunch & dinner.",kosher caterer Thornhill
Elite Salads International,"77 Doncaster Ave, Thornhill, ON L3T 1L6",Thornhill,Ontario,L3T 1L6,+1 905-771-9356,http://www.elitesalads.com/,43.803923,-79.4152422,4.6,19,"{'Friday': ['7a.m.-3:30p.m.'], 'Monday': ['8:30a.m.-4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['8a.m.-4p.m.'], 'Tuesday': ['8a.m.-4p.m.'], 'Wednesday': ['8a.m.-4p.m.']}",ChIJCYsPDPAsK4gRIXBS01biF2E,Caterer,"Caterer, Food producer, Kosher grocery store, Manufacturer",Caterer,,kosher caterer Thornhill
Jewish Caterer,"15 N Park Rd #1415, Vaughan, ON L4J 0A1",Vaughan,Ontario,L4J 0A1,+1 647-642-8643,http://jewishcaterer.com/,43.8125849,-79.4530841,5.0,2,"{'Friday': ['Open 24 hours'], 'Monday': ['Closed'], 'Saturday': ['12a.m.-7p.m.'], 'Sunday': ['Closed'], 'Thursday': ['Open 24 hours'], 'Tuesday': ['3a.m.-12a.m.'], 'Wednesday': ['Open 24 hours']}",ChIJX_Ygrz4sK4gR6F4gppvCQmg,Caterer,Caterer,Caterer,,kosher caterer Thornhill
